ID;Description
133;<p >Opal</p><p >El nom deriva del Sanskrit per a pedra.</p><p >Des de l'època romana als inicis del segle XVII va ser tingut en gran estima. Durant els segles XVIII i XIX va ser força oblidat en creure que aquesta pedra portava mala sort.</p><p >Alguns diuen que la seva mala fama es va originar a la novel·la de Walter Scott anomenada "Anne of Geierstein".</p><p>SiO2+ H2O</p>
141;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
161;<div>El coral vermell de la Mediterrània és de l'espècie Corallium rubrum. Diferents llocs del Mediterrani produeixen corals d'aquesta espècie en colors i qualitats variades: de clar a fosc en gammes d'ataronjat, rosat, vermell i vermell profund.</div><div>El corall de la zona de Girona és característic perquè té el vermell més profund.</div><div>El tema de la pesca del corall porta molts conflictes. El mal que es produeix a la població de Coral ho produeix sobretot la pesca furtiva.</div><div>Hi ha una pesca legal que observa les vedes, la mida i la quantitat que es pot pescar.</div><div>Tot el coral que tenim a la venda procedeix de pesca legal.</div>
162;<div>El coral vermell de la Mediterrània és de l'espècie Corallium rubrum. Diferents llocs del Mediterrani produeixen corals d'aquesta espècie en colors i qualitats variades: de clar a fosc en gammes d'ataronjat, rosat, vermell i vermell profund.</div><div>El corall de la zona de Girona és característic perquè té el vermell més profund.</div><div>El tema de la pesca del corall porta molts conflictes. El mal que es produeix a la població de Coral ho produeix sobretot la pesca furtiva.</div><div>Hi ha una pesca legal que observa les vedes, la mida i la quantitat que es pot pescar.</div><div>Tot el coral que tenim a la venda procedeix de pesca legal.</div>
163;<div>El coral vermell de la Mediterrània és de l'espècie Corallium rubrum. Diferents llocs del Mediterrani produeixen corals d'aquesta espècie en colors i qualitats variades: de clar a fosc en gammes d'ataronjat, rosat, vermell i vermell profund.</div><div>El corall de la zona de Girona és característic perquè té el vermell més profund.</div><div>El tema de la pesca del corall porta molts conflictes. El mal que es produeix a la població de Coral ho produeix sobretot la pesca furtiva.</div><div>Hi ha una pesca legal que observa les vedes, la mida i la quantitat que es pot pescar.</div><div>Tot el coral que tenim a la venda procedeix de pesca legal.</div>
164;<div>El coral vermell de la Mediterrània és de l'espècie Corallium rubrum. Diferents llocs del Mediterrani produeixen corals d'aquesta espècie en colors i qualitats variades: de clar a fosc en gammes d'ataronjat, rosat, vermell i vermell profund.</div><div>El corall de la zona de Girona és característic perquè té el vermell més profund.</div><div>El tema de la pesca del corall porta molts conflictes. El mal que es produeix a la població de Coral ho produeix sobretot la pesca furtiva.</div><div>Hi ha una pesca legal que observa les vedes, la mida i la quantitat que es pot pescar.</div><div>Tot el coral que tenim a la venda procedeix de pesca legal.</div>
165;<div>El coral vermell de la Mediterrània és de l'espècie Corallium rubrum. Diferents llocs del Mediterrani produeixen corals d'aquesta espècie en colors i qualitats variades: de clar a fosc en gammes d'ataronjat, rosat, vermell i vermell profund.</div><div>El corall de la zona de Girona és característic perquè té el vermell més profund.</div><div>El tema de la pesca del corall porta molts conflictes. El mal que es produeix a la població de Coral ho produeix sobretot la pesca furtiva.</div><div>Hi ha una pesca legal que observa les vedes, la mida i la quantitat que es pot pescar.</div><div>Tot el coral que tenim a la venda procedeix de pesca legal.</div>
171;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
174;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
180;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
186;<div>La paraula deriva de l'àrab anbar "عنبر" - el que sura al mar.</div><div><br></div><div>Els noms clàssics per a l'ambar, Latin electrum i grec ἤλεκτρον "ēlektron", connectats al terme ἠλέκτωρ "ēlektōr" - sol radiant.</div><div><br></div><div>Segons el mite, quan Phaëton, el fill d'Helios (el sol) va ser assassinat, les seves germanes en dol es van convertir en Àlbers, i les seves llàgrimes en "elektron", ambar. La paraula "elektron" va servir com a base per a paraules com "electric", electricitat... Ja que els grecs es van adonar de les propietats elèctriques de l'ambar producias en fregar-ho amb altres objectes. (Electricitat estàtica).</div>
197;<div>La paraula deriva de l'àrab anbar "عنبر" - el que sura al mar.</div><div><br></div><div>Els noms clàssics per a l'ambar, Latin electrum i grec ἤλεκτρον "ēlektron", connectats al terme ἠλέκτωρ "ēlektōr" - sol radiant.</div><div><br></div><div>Segons el mite, quan Phaëton, el fill d'Helios (el sol) va ser assassinat, les seves germanes en dol es van convertir en Àlbers, i les seves llàgrimes en "elektron", ambar. La paraula "elektron" va servir com a base per a paraules com "electric", electricitat... Ja que els grecs es van adonar de les propietats elèctriques de l'ambar producias en fregar-ho amb altres objectes. (Electricitat estàtica).</div>
222;<p >Opal</p><p >El nom deriva del Sanskrit per a pedra.</p><p >Des de l'època romana als inicis del segle XVII va ser tingut en gran estima. Durant els segles XVIII i XIX va ser força oblidat en creure que aquesta pedra portava mala sort.</p><p >Alguns diuen que la seva mala fama es va originar a la novel·la de Walter Scott anomenada "Anne of Geierstein".</p><p>SiO2+ H2O</p>
224;<p>Turmalina</p><p >Tot i que es coneixia des de l'antiguitat a la regió Mediterrània, els Neerlandesos van començar a importar-les el 1703 des de Sri Lanka. Li van posar el nom Sinhalese "Turamali" - pedra amb colors barrejats.</p><p >Un tret molt característic de la turmalina és la promptitud amb què s'electrifica. Escalfant i subsegüentment refredant, així com aplicant pressió, p.e. en fregar, un cristall de turmalina es carregarà elèctricament. Després atraurà partícules de pols i petits trossos de paper (pir i piezoelectricitat).</p><p >(Ca,K,Na)(Al,Fe,Li,Mg,Mn)3 (Al,Cr,Fe,V)6(BO3)3(Si,Al,B)6O18(OH,F)</p>
225;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
261;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
288;<p >Opal</p><p >El nom deriva del Sanskrit per a pedra.</p><p >Des de l'època romana als inicis del segle XVII va ser tingut en gran estima. Durant els segles XVIII i XIX va ser força oblidat en creure que aquesta pedra portava mala sort.</p><p >Alguns diuen que la seva mala fama es va originar a la novel·la de Walter Scott anomenada "Anne of Geierstein".</p><p>SiO2+ H2O</p>
297;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
300;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
318;<div>Jaspi</div><div><br></div><div>El nom deriva del grec i significa 'pedra tacada'.</div><div><br></div><div>Se sol considerar Calcedònia (quars microcristal·lí), però els científics també ho solen posar en un grup per si mateix dins del grup del quars per la seva estructura granulosa, diferenciant-lo de l'estructura fibrosa de la calcedònia.</div><div><br></div><div>Pot arribar a contenir fins a 20 materials externs que són els que determinen el color i l'aparença.</div>
321;<div>Jaspi</div><div><br></div><div>El nom deriva del grec i significa 'pedra tacada'.</div><div><br></div><div>Se sol considerar Calcedònia (quars microcristal·lí), però els científics també ho solen posar en un grup per si mateix dins del grup del quars per la seva estructura granulosa, diferenciant-lo de l'estructura fibrosa de la calcedònia.</div><div><br></div><div>Pot arribar a contenir fins a 20 materials externs que són els que determinen el color i l'aparença.</div>
378;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
388;<p >Opal</p><p >El nom deriva del Sanskrit per a pedra.</p><p >Des de l'època romana als inicis del segle XVII va ser tingut en gran estima. Durant els segles XVIII i XIX va ser força oblidat en creure que aquesta pedra portava mala sort.</p><p >Alguns diuen que la seva mala fama es va originar a la novel·la de Walter Scott anomenada "Anne of Geierstein".</p><p>SiO2+ H2O</p>
394;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
396;<p >Opal</p><p >El nom deriva del Sanskrit per a pedra.</p><p >Des de l'època romana als inicis del segle XVII va ser tingut en gran estima. Durant els segles XVIII i XIX va ser força oblidat en creure que aquesta pedra portava mala sort.</p><p >Alguns diuen que la seva mala fama es va originar a la novel·la de Walter Scott anomenada "Anne of Geierstein".</p><p>SiO2+ H2O</p>
414;<div>La paraula deriva de l'àrab anbar "عنبر" - el que sura al mar.</div><div><br></div><div>Els noms clàssics per a l'ambar, Latin electrum i grec ἤλεκτρον "ēlektron", connectats al terme ἠλέκτωρ "ēlektōr" - sol radiant.</div><div><br></div><div>Segons el mite, quan Phaëton, el fill d'Helios (el sol) va ser assassinat, les seves germanes en dol es van convertir en Àlbers, i les seves llàgrimes en "elektron", ambar. La paraula "elektron" va servir com a base per a paraules com "electric", electricitat... Ja que els grecs es van adonar de les propietats elèctriques de l'ambar producias en fregar-ho amb altres objectes. (Electricitat estàtica).</div>
430;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
437;<div>La paraula deriva de l'àrab anbar "عنبر" - el que sura al mar.</div><div><br></div><div>Els noms clàssics per a l'ambar, Latin electrum i grec ἤλεκτρον "ēlektron", connectats al terme ἠλέκτωρ "ēlektōr" - sol radiant.</div><div><br></div><div>Segons el mite, quan Phaëton, el fill d'Helios (el sol) va ser assassinat, les seves germanes en dol es van convertir en Àlbers, i les seves llàgrimes en "elektron", ambar. La paraula "elektron" va servir com a base per a paraules com "electric", electricitat... Ja que els grecs es van adonar de les propietats elèctriques de l'ambar producias en fregar-ho amb altres objectes. (Electricitat estàtica).</div>
440;<p >Opal</p><p >El nom deriva del Sanskrit per a pedra.</p><p >Des de l'època romana als inicis del segle XVII va ser tingut en gran estima. Durant els segles XVIII i XIX va ser força oblidat en creure que aquesta pedra portava mala sort.</p><p >Alguns diuen que la seva mala fama es va originar a la novel·la de Walter Scott anomenada "Anne of Geierstein".</p><p>SiO2+ H2O</p>
483;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
494;<div>Quars</div><div><br></div><div>És el mineral més comú de l'escorça terrestre després del feldspat</div><div><br></div><div>S'ha suggerit que el seu nom prové de l'alemany que deriva de la paraula en antic eslau per dur.</div><div><br></div><div>La paraula del grec antic per a quars, krystalls, va donar origen a la paraula vidre.</div><div><br></div><div>El quars ocorre en 2 formes bàsiques: Quars macrocristal·lí: està fet de vidres visibles o grans. Exemples: vidre de roca, gres, també quars massiu compost per vidres sense cares de vidre. Quars microcristal·lí: Aquest fet d'agregats densos i compactes de quars microscòpic. Els diferents tipus de quars microcristal·lí són subsumits al terme calcedònia. Exemples: Agata, Sílex...</div>
508;<div>Peridot</div><div><br></div><div>Es creu que el nom prové de l'Arab 'faridat' - gemma, o com suggereix el Diccionari Oxford Angles, del llatí clàssic 'pæderot' - un tipus d'opal.</div><div><br></div><div>En realitat el peridot és un material anomenat olivino que es compon de 2 minerals: faialit i forsterita.</div><div><br></div><div>Un dels 6 minerals essencials per a laparició de la vida. (Russell &amp; Ponce, 2020).</div><div><br></div><div>Fe2SiO4 (Faialita) - Mg2SiO4 (Forsterita)</div>
509;<div>Peridot</div><div><br></div><div>Es creu que el nom prové de l'Arab 'faridat' - gemma, o com suggereix el Diccionari Oxford Angles, del llatí clàssic 'pæderot' - un tipus d'opal.</div><div><br></div><div>En realitat el peridot és un material anomenat olivino que es compon de 2 minerals: faialit i forsterita.</div><div><br></div><div>Un dels 6 minerals essencials per a laparició de la vida. (Russell &amp; Ponce, 2020).</div><div><br></div><div>Fe2SiO4 (Faialita) - Mg2SiO4 (Forsterita)</div>
510;<p>Aiguamarina.</p><p>El nom aiguamarina ve del llatí, "aqua marinā", aigua del mar. El seu nom fa referència al color. L'aiguamarina és la varietat blava del beril. La mateixa família que la maragda, morganita, heliodor...</p><p>Be3Al2Si6O18::Fe</p>
512;<div>Sillimanita</div><div><br></div><div>Porta el nom del seu descobridor Benjamin Silliman.</div><div><br></div><div>Està relacionat amb l'andalucita i la cianita. Aquests tres minerals polimorfs - comparteixen la mateixa composició química però diferents estructures cristal·lines.</div><div><br></div><div>Al2(SiO4)O</div>
515;<p>Turmalina</p><p >Tot i que es coneixia des de l'antiguitat a la regió Mediterrània, els Neerlandesos van començar a importar-les el 1703 des de Sri Lanka. Li van posar el nom Sinhalese "Turamali" - pedra amb colors barrejats.</p><p >Un tret molt característic de la turmalina és la promptitud amb què s'electrifica. Escalfant i subsegüentment refredant, així com aplicant pressió, p.e. en fregar, un cristall de turmalina es carregarà elèctricament. Després atraurà partícules de pols i petits trossos de paper (pir i piezoelectricitat).</p><p >(Ca,K,Na)(Al,Fe,Li,Mg,Mn)3 (Al,Cr,Fe,V)6(BO3)3(Si,Al,B)6O18(OH,F)</p>
519;<p>Turmalina</p><p >Tot i que es coneixia des de l'antiguitat a la regió Mediterrània, els Neerlandesos van començar a importar-les el 1703 des de Sri Lanka. Li van posar el nom Sinhalese "Turamali" - pedra amb colors barrejats.</p><p >Un tret molt característic de la turmalina és la promptitud amb què s'electrifica. Escalfant i subsegüentment refredant, així com aplicant pressió, p.e. en fregar, un cristall de turmalina es carregarà elèctricament. Després atraurà partícules de pols i petits trossos de paper (pir i piezoelectricitat).</p><p >(Ca,K,Na)(Al,Fe,Li,Mg,Mn)3 (Al,Cr,Fe,V)6(BO3)3(Si,Al,B)6O18(OH,F)</p>
522;<div>Turquesa</div><div><br></div><div>La Turquesa és una de les gemmes, a les quals moltes cultures, des del principi dels temps, li han donat molta importància.</div><div><br></div><div>La turquesa és una de les pedres més utilitzades en diferents cultures amb fins ornamentals, màgics i de poder. És una pedra usada des de la prehistòria a gairebé tot el món, destaquen les cultures d'Egipte, del Tibet i la Xina, dels Indis Americans, de l'Orient Mitjà.</div><div><br></div><div>La turquesa de qualitat és de les gemmes més difícils d'aconseguir amb garanties d'autenticitat. Com que la turquesa es va posar de moda als 60' i 70' es van esgotar molts dels jaciments americans i es va posar en marxa una autèntica indústria dedicada a la estabilització i reconstitució de la turquesa (en el millor dels casos).</div><div><br></div><div>La turquesa que no és de qualitat suficient es tenyeix i s'endureix amb impregnació de plàstics. En el mercat actual és molt difícil distingir la turquesa natural de què setracta per diversos mètodes; d'altra banda, una multitud de símils i imitacions tracten d'enganyar l'usuari.</div><div><br></div><div>En l'actualitat els jaciments en explotació més importants són a USA, i la Xina, també s'extreu a Mèxic, Iran, a més d'altres petits jaciments molt repartits pel món (Perú, Nepal, Mongòlia, Turkmenistan etc.)</div>
523;<div>Robí</div><div><br></div><div>Deriva el seu nom del latin ruber - vermell.</div><div><br></div><div>En sànscrit se l'anomenava Ratnaraj - 'El rei de les pedres precioses'.</div><div><br></div><div>Pertany a la família del corindó. Es diu robí als corindons vermells i safir tots els altres colors.</div><div><br></div><div>Al2O3C</div>
525;<div>Esfena</div><div>Esfena, també coneguda com a titanita, és una gemma amb gran brillantor de color verd groguenc, verd o marró d'alta brillantor, tons únics de color i amb un tall en facetes, aparenta tenir un foc intens que pot competir amb el diamant. L'esfena sempre ha estat una gemma rara. Els nous dipòsits han augmentat i ara hi ha més esfena al mercat.</div><div><br></div><div>Esfena ve de la paraula grega "falca", a causa del seu típic hàbit de cristall en forma de falca. El nom mineralògic 'Titanita' deriva dels continguts de titani. L'esfena és fortament pleocroica, mostrant almenys tres colors (incolor, groc-verdós i vermellós) quan es mira des de diferents angles.</div><div><br></div><div>El tall brillant serveix per potenciar millor el 'foc'. Depenent de la claredat, l'esfena també es talla en forma de cabuixó i tall rodó. Amb una duresa de 5-5.5 a l'escala de Mohs, l'esfena és una gemma tova que necessita cura i s'usa, millor, només per a penjolls, arracades o fermalls.</div>
